label,text
negative,ramai meliputi mufti dan ulama menasihatkan bertaubat nampaknya tidak dihiraukan sebaliknya terus hanyut
positive,mengesahkan menerima permintaan daripada pihak berkuasa Malaysia untuk menangkap Low.
positive,Mereka tahu buruk baik khidmat saya dan mereka boleh banding dengan wakil rakyat lain. 
positive,Masyarakat telah melihat semua itu dan kita juga melihat generasi kedua masih terbiar
positive,"Apa pun yang berlaku, kami jalan terus."
negative,Rakyat tidak sepatutnya mempercayai pakatan pembangkang yang hanya datang bersama untuk merebut pangkat
positive,Saya mengesyorkan supaya teknologi CMA ini digunapakai secara meluas di seluruh negara dan menawarkan daerah Bagan Datuk sebagai daerah pertama menggunakan CMA secara berskala besar walaupun daerah Segamat menjadi projek perintis
positive,"Ini merupakan salah satu sumbangan kami kepada Kelantan pasca banjir, dan sumbangan serta bantuan tidak terhad di Kelantan sahaja, tetapi kami turut membantu mangsa banjir di negeri lain yang terlibat dengan bencana alam ini,"
positive,"Dia sebut bahawa ‘kita mesti kembangkan kek, apabila anda berbuat demikian maka anda boleh berkongsi kek itu tanpa mengambil daripada sesiapapun’ . "
negative,"Walaupun demokrasi menginstitusikan kebebasan, adalah ironi kepada penginstitusian itu sekiranya idea kebebasan dilebarkan sehingga boleh membunuh demokrasi itu sendiri."
positive,Rakyat Malaysia perlu celik bahawa kita serius isu kepimpinan negara dan negeri. 
positive,MP paling miskin dalam sejarah di Malaysia kerana semua gaji dan elaunnya hanya untuk rakyat
positive,"Selain hak ALLAH SWT yang wajib dipelihara, sebagai hamba ALLAH SWT kita juga punya hak sesama manusia untuk dijaga"
negative,memecat anggotanya selepas didapati melakukan tindakan bercanggah dengan perlembagaan parti
positive,tumpuan sudah tentu terhadap meningkatkan jumlah pekerjaan bagi memenuhi permintaan rakyat terutamanya graduan di pasaran semakin bertambah
positive,Pendekatan kali ini lebih halus dan mood jentera kita cukup baik. 
negative,menyarankan semua pasukan menilai kemampuan kewangan mereka dan tidak terlalu kemaruk untuk menukar pemain import pada jendela perpindahan kedua nanti.
positive,Saya tak mahu ada yang berpuak-puak atau ada sifat tidak percaya dalam diri. 
positive,"Kami juga fikir bahawa kerana sebagai rangkaian hypermarket tempatan terbesar, kami perlu terbabit dengan inisiatif ini"
positive,"Mereka juga tidak berpeluang untuk berinteraksi, berkomunikasi dan bergaul dengan bangsa lain"
positive,rakyat bebas untuk memilih siapa yang mereka mahu sebagai pemimpin dan kerajaan
positive,Kuasa Melayu tak akan hilang jika kita pilih orang yang tiada sejarah mencuri duit
positive,Najib bukanlah seorang diktator dan akan mengambil tindakan seperti itu
negative,pembangkang yang semakin bersifat tempatan menonjolkan lagi politik etnik dan kesetiaan tokoh
positive,Amanah dan Bersatu digambarkan gagal memenangi hati pengundi Melayu luar bandar kerana perpecahan ini
negative,satu perkara yang tidak boleh sesekali diabaikan ialah kesejahteraan golongan peratus berpendapatan rendah
positive,janji-janji memperkasakan kedudukan wanita dalam semua sektor termasuklah dalam bidang politik.
positive,"Perkara ini juga memerlukan kesatuan politik, insya-Allah kita dapat bangunkan negara yang bersatu padu"
positive,"apabila pegawai kerajaan sepatutnya dikecualikan, dibenarkan mendengar semua perbincangan politik, barulah mereka mendapat semua maklumat untuk membuat pilihan terbaik"
positive,Apa yang semua rakyat mahukan adalah institusi Raja-Raja Melayu dipertahan dan dihormati
negative,enggan mengulas ketika diminta mengesahkan perkara itu. Bagaimanapun sumber mengatakan beliau dijangka membuat pengumuman minggu depan.
negative,Fitnah itu untuk menaikkan sentimen kebencian pengundi kepada calon dan kerajaan.
positive,"Banyak isu dekat di hati rakyat negeri ini bukan hanya berkenaan bauksit sahaja, kita mahu melihat kepada apa yang dimahukan oleh rakyat sebenarnya"
positive,"Kajian ini dilakukan secara dinamik, ertinya ia bukan kajian rambang."
positive,"faham ada risiko keselamatan jika anggota keluarga pemegang jawatan mengisytiharkan aset mereka kepada orang ramai, tetapi sekurang-kurangnya para pemegang jawatan itu sendiri harus berbuat demikian"
positive,"Secara keseluruhannya, laporan audit itu telah memenuhi objektif pengauditan yang ditetapkan dan kerajaan berpuas hati dengan laporan pasukan audit"
negative,Ini adalah antara punca data peribadi pengguna disalahgunakan
positive," Boleh rasa, pegang."
negative,"Kita (Malaysia) melahirkan rasa terkilan jika benar pihak Indonesia, mengikut laporan media, akan menghentikan penghantaran pembantu rumah ke negara kita disebabkan kes terpencil yang berlaku  berhubung penderaan terhadap pembantu rumah"
positive,"Penubuhan MRM secara tidak langsung mewujudkan kepercayaan dalam kalangan artis yang selama ini menjadi mangsa 'kecurian' atau ketirisan dalam kutipan royalti, menyebabkan mereka rasa tidak dihargai."
positive,Projek pertanian di Bachok memberikan maklum balas sangat baik apabila petani yang kita bantu sudah mampu melahirkan 12 lagi petani di bawahnya.
negative,Kempen pilihan raya bertukar menjadi kerja-kerja menepis dan menjawab segala isu integriti yang melingkari calon-calon sedemikian
negative,"Kalau kami berjaya menubuhkan kerajaan dengan mandat (yang diberikan) tuan-tuan dan puan-puan, saya boleh memasukkan janji dalam 30 hari, kami akan pecat semua pegawai tinggi kerajaan."
positive,Kita boleh buat sekali lagi dan kita mesti satukan semua tenaga
positive,"Kita telah menghantar 2,000 khemah tertutup dan tambahan 2,000 khemah lagi yang diminta oleh kerajaan negeri akan dihantar selewatnya minggu depan"
positive,"tidak mahu ketinggalan daripada arus pembangunan, Linn berharap calon wakil rakyatnya dapat menjadikan Sandakan setaraf dengan bandar-bandar yang lebih maju seperti Kota Kinabalu, malah Semenanjung."
positive,Jadilah seorang yang profesional dan bertindak matang
negative,Presiden pun kena buang jika belot
negative,Disebabkan nafsu inilah me­reka bersedia melakukan apa sahaja dan yang jahilnya ialah pemimpin-pemimpin Melayu yang bersedia diperalatkan bagi memenuhi impian orang lain untuk meraih kuasa
positive,Kita beri ruang kepada PAS untuk bertanding di sana dan kita tidak pernah persoalkan
negative,Salahguna ini menjadi begitu besar menjelang PRU14
negative,Pada ketika ini kami tidak jelas di mana dia ditahan
positive,Cuma saya buat laporan polis agar pihak polis dapat siasat perkara ini dan mahu jaminan keselamatan kepada keluarga saya
positive,Kita memang ada cadangan dari banyak kumpulan
negative,Benar bukan satu pembelaan dalam akta-akta itu
positive,Kita ada cara lain untuk memastikan kualiti murid sentiasa dipantau
positive,Kita bukannya tiada ajaran Islam yang baik
positive,Sebab kita mahu masyarakat kita tidak dikongkong ketakutan dengan pemimpin yang dikatakan diktator atau autokratik
positive,kematangan dituntut untuk setiap pihak agar berpolitik secara matang tanpa perlu berlaku fitnah-memfitnah yang memporak-perandakan amalan demokrasi negara ini
positive,"Kita akui selain rawatan sedia ada, rawatan Islam secara spiritual dapat membantu penagih pulih sepenuhnya"
positive,Pandan letak kucing pun tak ada masalah mesti menang sebab parlimen ini kerusi kuat PKR.
positive,"Kami orang UMNO, pemimpin UMNO bukannya ‘Yang Berhormat’ tetapi kami ialah ‘Yang Berkhidmat’ untuk rakyat."
negative,"Pembangkang yang dilihat pada hari ini adalah pembangkang dengan dakyah-dakyah tidak benar yang bertujuan untuk mempengaruhi rakyat dan sudah pasti rakyat boleh membezakan mana yang benar,"
positive,"Ia akan melihat keperluan di Pusat Kastam, Imigresen, Kuarantin dan Keselamatan (ICQs) negeri ini yang perlu dinaik taraf bukan sahaja dari segi fizikal, malah prasarana teknologi"
negative,kerajaan berhutang kerana wang negara diboroskan
negative,Tuntutan ini juga boleh dilihat sebagai satu ugutan kepada kerajaan menjelang PRU14
positive,"(Laporan) itu boleh diterjemahkan menjadi dasar kerajaan selama 30 tahun lagi, jadi saya menggalakkan semua pihak mengkaji laporan itu"
negative,"polis terpaksa menumpukan perhatian kepada kawasan yang dianggap sebagai hotspot, selain 1,131 individu yang dikenal pasti mempunyai kecenderungan untuk menimbulkan isu dan kekacauan semasa PRU-14."
positive,Kita tidak mahu syarikat-syarikat swasta ini menjana pendapatan berlipat-ganda sehingga menjejaskan rakyat
positive,Saya yakin dan percaya gandingan kali ini tidak mengecewakan para pengundi.
positive," Gunakan pendekatan agama, motivasi… kita juga dah bincang  dengan Agensi Anti Dadah Kebangsaan (AADK) untuk mengadakan pelbagai program kesedaran untuk  golongan muda"
negative,Matlamat perjuangan mereka (Bersatu) tidak sehaluan
negative,Bukankah meminta campur tangan asing hanya mendorong kepada penjajahan kepada negara.
positive,Saya merayu kepada pihak SKMM untuk sekat dan ambil tindakan sewajarnya terhadap Namewee dengan secepat mungkin
negative,Saya amat berharap kejadian seperti ini tidak akan berlaku dalam masyarakat kita yang sepatutnya telah matang
negative,Tetapi dasar awam yang diperkenalkan seperti tidak membawa kita ke hadapan
negative,munir turut menyarankan supaya golongan belia lebih bersikap proaktif dengan menyertai usaha penyepaduan ekonomi asean sejajar kedudukan mereka sebagai pihak yang bakal menikmati manfaat langkah berkenaan
positive,Kita dah rancang sebelum daripada ini.
positive,"Melihat kepada pengalaman di seluruh negara, kebanyakan kes yang dirujuk kepada SITF adalah mereka yang memerlukan bantuan dalam bidang pendidikan, kebajikan, bantuan perubatan dan isu berkaitan kewarganegaraan"
positive,Kerajaan perlu lebih serius dalam membangunkan sesetengah peralatan ketenteraan kita bagi mengurangkan kebergantungan kepada pembelian luar
negative,"Kontrak diberi kepada syarikat China, syarikat itu pula bawa masuk pekerja China, bukan pekerja kita"
positive,"secara sukarela akan terlibat sebagai pemerhati pada PRU14 terdiri daripada pesuruhjaya, kakitangan dan sukarela, yang akan ditempatkan di negeri-negeri tertentu"
negative,"Kau ingat aku suka-suka masuk dalam ni, bukan main jauh lagi, pu**ek sungguh kamu semua ni."
positive,"Kalau ahli berhormat baca untuk makluman sendiri dan beri jaminan kepada saya ianya tak terkeluar, sudah di depan di meja sana."
positive,saya tinggalkan negara ini dalam keadaan baik
negative,"Dalam kes ini, lelaki terbabit telah mengabaikan tanggungjawab menjaga anaknya dengan mendukung kanak-kanak itu dalam keadaan panas terik hampir setiap hari tanpa diketahui makan dan minumnya"
positive,Perdana Menteri Datuk Seri Najib Tun Razak telah menyatakan beliau tidak pernah mempertikaikan sumbangan Robert Kuok kepada ekonomi negara.
positive,Saya harap rakan sekerja lain akan menerima anugerah ini pada masa akan datang
negative,Kebanyakannya adalah pendaftaran yang tidak dilakukan di JPN atau dalam kalangan orang Islam yang perkahwinan itu sah tapi didaftarkan di luar negara.
positive,Saya takut persepsi salah kerana persepsi yang salah ini bukan setakat di dunia saja tetapi sampai akhirat
negative,"Kami sangat bergantung pada hutan untuk upacara kami tetapi kerana pembalakan meluas, kawasan hutan semakin mengecil,"
negative,kalau ini tidak cukup membebankan pengguna dikenakan pula cukai barangan dan perkhidmatan gst
positive,Ramai ingin tahu apa yang membuat beliau bergerak begitu cergas hingga foto beliau sedang makan dengan disertai produk multivitamin tertentu di meja begitu menarik perhatian sampai terdapat laporan bahawa jenama tersebut kehabisan stok di farmasi.
positive,"Dalam hal ini juga, peranan keluarga amat penting dalam memastikan kanak-kanak berkenaan tidak terdedah atau terjebak dengan perbuatan atau perilaku negatif"
negative,selepas dibanjiri tajuk-tajuk berita yang negatif sepanjang sudah sampai masanya syarikat-syarikat ini duduk dan dengar
positive,KKM memandang serius dan amat kesal dengan kejadian kematian bayi ini kerana ia merupakan kes yang boleh dielakkan
positive,kami turut menjangkakan malaysia akan mengalami kadar inflasi yang rendah pada suku pertama tahun ini disebabkan kesan asas tinggi daripada pertumbuhan ekonomi keseluruhan tahun lalu sebelum mula menunjukkan sedikit peningkatan selepas itu
positive,Kesemua unit ini akan dibina dalam  Kem Perdana Sungai Besi sebagai tanda terima kasih kepada anggota atas khidmat cemerlang selama 60 tahun merdeka
positive,"Justeru, industri yang sedia mengeluarkan produk peranti perubatan diiktiraf halal sememangnya menunggu pensijilan halal oleh JAKIM ini"
negative,mengecam SPR itu cukup memalukan kerana beliau bukan baharu dalam arena politik negara.
positive,Mereka tidak perlu lagi mencari kerja di luar…tinggalkan orang tua di Felda dan mencari rezeki di tempat orang
positive,Dari segi kemanusiaan kita perlu memahami dan memberikan ruang atas kecenderungan kelompok ini tanpa bersikap menghukum.
positive,"Hubungan rapat Perdana Menteri, Datuk Seri Najib Razak dan Modi juga membuka laluan dan melonjakkan hubungan dua hala untuk kepentingan bersama"
negative,"Mereka berpakat hanya kerana kuasa, mereka berbaik-baik ke­rana mahu melaksanakan agenda politik masing-masing dan mereka bekerjasama semata-mata disebabkan merasakan inilah peluang terbaik untuk memerintah negara."
negative,Macam mana pula dia boleh kata seolah kita menafikan soal Bumiputera
positive,"Bagi Malaysia, negara ini perlu mempunyai pendekatan individu berasaskan tahap industri pada ketika ini"
positive,"Kalau kita lihat orang terdahulu, nak kita hidup aman bersama-sama."
negative,negara anggota sering membiarkan respons dari luar asean untuk mengambil langkah utama
positive,"Untuk pengetahuan, pada PRU ke-13 yang lepas, SPR telah mengundang pemerhati pilihan raya antarabangsa daripada beberapa negara"
positive,"Apa yang kami mahukan supaya orang ramai mengetahui mengenai PIDM dengan lebih mendalam dengan harapan apabila berlaku sesuatu perkara di kemudian hari, mereka tahu cara bagi menanganinya"
positive,Saya rasa kita perlu ada alternatif kepada metadon dan mungkin ketum ini alternatifnya
negative,polis menyerbu dan merampas wang tunai dan barangan kemas dari dua unit kondominium mewah yang dikaitkan
negative,"Jika asyik bagi makan, minum makin ramai yang berminat jadi gelandangan kerana tidak payah fikir bagaimana mahu hidup kerana mudah dapatkan makan dan perhatian dengan hanya jadi gelandangan"
positive,"Saya tidak kisah, perdana menteri atau saya sendiri (jadi sasaran kritikan)"
positive,"Oleh yang demikian minda kita harus bertukar, sikap dan perlakuan kita harus berubah dalam keadaan yang dibalingkan gelombang yang besar kepada kita"
positive,"Inilah istiqomah yang kita lakukan, jadi kalau nak datang, datang atas nama berkhidmat, Alhamdulillah datang, tapi biarlah mengekalkan tradisi yang selama ini menjadi iklim yang diamalkan sekian masa dulu di sini"
positive,Patuhi Akta Kesalahan Pilihan Raya
positive,setiap janji yang dibuat akan dilaksanakan tetapi sama ada ia akan bermula serta-merta atau memakan masa bergantung kepada masalah yang dihadapi kerajaan dalam proses melaksanakan sesuatu projek mengikut kawasan
